comment_text,topic
"Infectious Diseases  3 AGOSTO 2022](    ""  Rate of SARS-CoV-2 Reinfection During an Omicron Wave in Iceland  ""  ""  TASSO DI REINFEZIONE DA SARS-CoV-2 DURANTE L'ONDATA OMICRON IN ISLANDA  ""   ""In questo studio di coorte sulla popolazione, una percentuale sostanziale di persone ha sperimentato la reinfezione da SARS-CoV-2 durante i primi 74 giorni dell'ondata Omicron in Islanda, con tassi fino al 15,1% tra quelle di età compresa tra 18 e 29 anni.""   ""Sorprenden due o più dosi di vaccino erano associate ad una probabilità leggermente superiore di reinfezione rispetto a una o meno dosi.""   NOTA DEL TRADUTTORE: Nell'immagine abbiamo evidenziato il grafico riguardante le percentuali di reinfezione da Omicron nella fascia d'età 18-29 anni in cui si nota che le persone vaccinate con 2 o più dosi avevano net più probabilità di essere reinfettate rispetto a quelle che avevano ricevuto una sola o nessuna dose di vaccino.   Ne parla anche (",Covid
"L' Ex VicePresidente Pfizer, Dr. Michael Yeadon: dalle persone indipendenti sempre più conferme, conferme, conferme di tutto. Insopportabili menzogne dei potenti del mondo, o meglio dichiarano gli obiettivi e non i metodi che usano per raggiungerli....  Politici schifosi inetti incapaci di affrancarsi dai soldi e dal potere.",Qanon
Sono finiti per strada a causa della truffa pandemica e stanno con la museruola.  Come chi si scava la buca dove sarà poi buttato con la minaccia che se no lo sparano.  Più scemi di cos è difficile.,Covid
"](      ""Long-term predictions of humoral immunity after two doses of BNT162b2 and mRNA-1273 vaccines ""  ""Previsioni a lungo termine dell'immunità umorale dopo due dosi dei vaccini BNT162b2 e mRNA-1273 basate su dosaggio, età e sesso""     ""Stimiamo che due dosi standard di mRNA-1273  o BNT162b2 , con intervalli di tempo delle inoculazioni prescritti dall'azienda, provochino una perdita dell'( entro 8 mesi dalla seconda dose, superiore al 99% rispetto al picco .""   ""Prevediamo che entro un periodo di otto mesi dopo la seconda dose (corrispondente al periodo previsto dal CDC per la somministrazione di una terza dose), esista un periodo di tempo, più lungo di un mese, in cui un individuo ha meno del 99% di immunità umorale rispetto al picco, indipenden dal vaccino somministrato.""",Covid
"Che goduria vedere fallire le attività commerciali che chiedevano il passaporto schiavitù, a causa del costo dell'energia che era raddoppiato già prima della guerra.  Glielo avevamo detto alle merde che sarebbero fallite se fossero stati complici della dittatura.  Ben vi sta. Merde.  ///",Covid
"](      ""The epidemiological relevance ""  ""La rilevanza epidemiologica della popolazione vaccinata contro la COVID-19 è in aumento""     ""Ci si aspettava che alti tassi di  vaccinazione COVID-19 riducessero la trasmissione del SARS-CoV-2 nelle popolazioni riducendo il numero di possibili fonti di trasmissione e quindi il carico della malattia COVID-19. Dati recenti, tuttavia, indicano che la rilevanza epidemiologica degli individui vaccinati contro la COVID-19 è in aumento."" ""In Germania il tasso di casi sintomatici tra i comple vaccinati  aumenta di settimana in settimana ""Il CDC americano identifica 4 delle prime 5 contee con la più alta percentuale di popolazione comple vaccinata come contee   ad alta   trasmissione.""   ""Sembra gravemente negligente ignorare la popolazione vaccinata come possibile e rilevante fonte di trasmissione nel momento di decidere sulle misure di controllo della salute pubblica""",Covid
ho trovato questa penso la migliore.. bene aveva ragione l'ammiraglio Bird che diceva che L'Antartide e' molto piu vasto di quanto la mappa mostra...,Terra Piatta
"A chi fosse sfuggito, il Papa non ha incontrato solo le mogli degli ucronazi del battaglione Azov.  Nel gruppo vi era pure Pyotr Verzilov, membro di Pussy Riot, quei provocatori di professione che avevano profanato la cattedrale di Cristo Salvatore a Mosca e che sono a libro paga di Soros. Ufficialmente Verzilov  accompagnava le mogli dei nazi per realizzare il video di propaganda dell'evento, ma ha preso parte a tutti gli effetti all'incontro. Quando un dissacratore della religione cristiana viene ricevuto dal Papa qualche domanda e' lecito porsela.",Qanon
Ah concludo con il dirvi comuqnue che sul sito dellAIFA è espressamente scritto che i vaccini sono sottoposti a monitoraggio per verificarne leventuale efficacia e sicurezza. Quindi si sono sperimentali.  Moderna ha scadenza questo Dicembre mentre Pfizer addirittura Luglio 2024. Quindi prima di dire non sono sperimentali da tempo informatevi. Adios,Covid
"Giudice in 1 e 2 grado reintegra sanitaria non vaccinata!!! In soli 2 mesi la sentenza la fa tornare nella sua precedente mansione!!!! Richiesta di risarcimento danni!!! La legge è chiara e valida per tutti i lavoratori, altri giudici DEVONO tenerne conto!!!!!",Covid
"(     ""Will FDA Allow Pfizer, Moderna to Skip Clinical Trials for Future COVID Vaccines?""  ""LA FDA CONSENTIRÀ A PFIZER E A MODERNA DI SALTARE LE SPERIMENTAZIONI CLINICHE PER I FUTURI VACCINI COVID?""     ""Pfizer e Moderna hanno un problema: i loro vaccini COVID-19 NON funzionano. Tutti lo sanno. Non fermano l'infezione, la trasmissione, il ricovero o la morte.""    ""Negli ultimi 17 mesi sono state iniettate agli americani oltre mezzo miliardo di dosi di questo prodotto e questi vaccini NON hanno avuto alcun impatto visibile sul corso della pandemia. Molti più americani sono morti di coronavirus dall'introduzione dei vaccini rispetto a prima che fossero introdotti.""  "" vaccini riformulati  significano nuovi studi clinici e nuove revisioni normative da parte della (  Pfizer e Moderna quindi hanno escogitato un modo  per ottenere l'approvazione dei loro vaccini COVID-19 aggiornati SENZA ulteriori studi clinici. Il loro schema si chiama ""  Future Framework  "" e sarà votato dal ( della FDA il 28 giugno.""   ""L'unica via d'uscita dalla pandemia è ritirare questi vaccini dal mercato e passare alle terapie. Invece la FDA propone di nascondere i dati al popolo americano.""   ""Lo scopo del ""  Future Framework  "" è truccare in perpetuo il processo di regolamentazione del vaccino COVID-19 a favore dell'industria farmaceutica. Se questo ""  Future Framework  "" venisse approvato, tutti i futuri vaccini COVID-19, indipenden dalla formulazione, saranno automaticamente considerati ""sicuri ed efficaci"" senza ulteriori studi clinici perché considerati ""biologicamente simili"" ai vaccini esistenti. Questa è letteralmente la peggiore idea nella storia della salute pubblica.""",Covid
"Ricevo e pubblico questo importante messaggio da Vescovi cattolici: Bergoglio è un falso papa!!!! Col siero l'umanità si è spaccata in 3: i buoni, i malvagi e gli ingannati!!! Chi ha ricevuto con l'inganno il ""vaccino"" contro il covid ha ancora speranza di salvarsi!!! Resistete e rifiutate il marchio 666 menzionato nell'Apocalisse!!!!",Qanon
"La Verità  6 SETTEMBRE 2022   ""  LA RICERCA DELLA THOMAS JEFFERSON UNIVERSITY DI PHILADELPHIA: «I SIERI PROVOCANO ALTERAZIONI GENETICHE STABILI» Sarebbero la causa di cambiamenti immunologici che possono essere trasmessi ai figli  ""   ""Alterazioni genetiche stabili, indotte dal vaccino anti Covid e trasmissibili. Sono queste le conclusioni più inquietanti di ( dalla rivista scientifica Plos Pathogens di tipo open access, pubblicata da Public library of science. Dopo centinaia di milioni di dosi inoculate in tutto il mondo, «  ci manca una comprensione completa degli effetti immunitari  », scrivono gli autori, che lavorano al dipar di microbiologia e immunologia della   Thomas Jefferson University   di Philadelphia, Pennsylvania. Eppure, già ci sono aspetti che indicano mutazioni profonde.""   ""Prove sperimentali, condotte sui topi, hanno mostrato che lesposizionea nanoparticelle lipidiche sintetiche, che negli attuali vaccini anti SarsCoV-2 hanno il compito di incapsulare sia lacido ribonucleico (vaccini Pfizer e Moderna) sia la proteina Spike (vaccino NovaVax) per facilitarne lingresso nelle cellule, «  ha portato allinibizione a lungo termine delle risposte immunitarie adattative  ».   ""L'esposizione alle particelle lipidiche sintetiche, di per sé al infiammatoria, ha indotto «  un profondo effetto alungo termine sulla conta dei globuli bianchi  », dichiarano gli studiosi. Quindi i vaccini di Pfizer, Moderna e NovaVax, provocherebbero cambiamenti immunologici che possono influenzare sia le risposte immunitarie adattative, sia la protezione eterologa contro le infezioni. Da determinare la durata di questi cambiamenti, comunque riscontrati anche dopo otto settimane, e «  se possano influenzare la risposta immunitaria o interferire con le risposte indotte da altri vaccini  », concludono gli autori.""   Avevamo riportato una parte dello studio in preprint qui: (",Covid
"Questa risposta del Ministero della Salute a un non vaccinato over 50 è la conferma di quanto abbiamo sempre sostenuto. Questa persona ha ricevuto la comunicazione da parte dell'Agenzia delle Entrate che chiedeva al diretto interessato di esibire la propria esenzione vaccinale. Il non vaccinato ha risposto contestando l'uso illecito di dati personali. A quel punto, il Ministero ha pron messo fine alla questione affermando di ""aver tenuto conto dei dati acquisiti"". Fine della questione e smascheramento del bluff. Non hanno mai avuto idea di chi si è vaccinato o meno e non hanno il minimo mezzo per imporre fantomatiche sanzioni a nessuno. I falsi profeti della paura hanno fatto credere per mesi che Draghi stesse per dare vita ad una stretta autoritaria senza precedenti. Questa è la verità. Sono così impotenti che non sanno nemmeno chi si è inoculato e non sono minimamente in grado di esercitare alcuna pressione giuridica o psicologica su coloro che non si sono inoculati il siero sperimentale.",Covid
Come ti scateno la guerra con 10 euro.  Un video con immagini apparen raccapriccianti di massacri è diventato virale su internet. Ma le immagini sono volu false. Sono andata a parlare con gli autori.,Russia
"""Ieri sera ero a una cena coi 20 avvocati che hanno pubblicato una pagina su Il Resto del Carlino contro il Green Pass. Eravamo senza GP e senza mascherina, al Ristorante La Quercia di Novilara, il cui proprietario ha pubblicamente annunciato che non applica il Green Pass. La serata è trascorsa bene, ma verso la fine sono entrati vigili  e poliziotti mascherati a verificare i GP o, in mancanza, a fornire le generalità per la multa. Si è scatenato un quieto inferno, con avvocati  che chiedevano:  - la delega del MinSal per eseguire i controlli;  - la certificazione del corso sulla privacy del dati;  - la metodologia usata per cancellare i dati personali dopo il controllo.  Infine, si è citato lart 28 della Costituzione che rende i pubblici ufficiali personalmente responsabili degli atti che compiono nellesercizio delle loro funzioni. Sotto questo fuoco di sbarramento, vigile e poliziotti se ne sono andati. E anche noi ce ne siamo andati, sempre senza GP, senza mascherina e senza multa""",Covid
Grandissimo successo delle iniziative NO GP in tutte le piazze d'italia: aperitivi vino e pasticcini ovunque. Questa è Forlì sabato pomeriggio-sera  (,Covid
"Gli altri canali che dicono di essere contro la dittatura non vogliono più diffondere i nostri messaggi, si cagano sotto,   molti amministratori ci hanno detto che hanno paura di condividere per non avere problemi, cagasotto.  Mantengono la gente dentro ai loro canali per far chiacchiere e interessi personali, non per distruggere la dittatura.",Qanon
"La traduzione non è perfetta, ma si capisce benissimo il significato di ciò che è scritto. Non servono conferme ""scientifiche"" per sapere che questi sieri producono effetti collaterali sconosciuti ed imprevedibile.  [",Covid
"Bourla, il capo della Pfizer, annuncia un nuovo vaccino perché le persone stanno rifiutando la quarta dose!!! Il significato profetico della Pasqua!!! Ottime notizie per noi!!!",Covid
"](     ""Association of Vitamin D Status and COVID-19 ""  ""Associazione tra lo stato della vitamina D e ricovero/mortalità correlati alla COVID-19""     "" questo è il primo studio osservazionale che dimostra una relazione tra  le concentrazioni più basse di  e l'aumento dell'ospedalizzazione e della mortalità correlate alla COVID-19 ""   "" la carenza di vitamina D può essere associata a esiti più gravi legati alla COVID-19. Infatti, studi preclinici dimostrano che  stimola le cellule epiteliali immunitarie e respiratorie a secernere catelicidina, un peptide antimicrobico che elimina i patogeni respiratori.  innesca anche l'immunità adattativa per smorzare le citochine pro-infiammatorie (  ""tempesta di citochine  "") che portano ad esiti sfavorevoli della COVID-19.""   ""La carenza di vitamina D era for associata alla mortalità correlata all'infezione da COVID-19.""",Covid
